"id","fname","ename","company","bussiness_group","board","name_type","symbol_status","code"
"575","قشرینح","GSHX1","ح . قند شیرین خراسان","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GSHI0101"
"576","قشکر","SHKR1","شکر شاهرود","قند و شکر","فهرست اولیه","خاص","فعال","IRO1SHKR0001"
"577","قشکرح","SHKX1","ح .  شکر شاهرود","قند و شکر","فهرست اولیه","خاص","فعال","IRR1SHKR0101"
"578","قشهد","GHND1","شرکت شهد","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GHND0001"
"579","قشهدح","GHNX1","ح . شهد","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GHND0101"
"580","قشیر","GBJN1","قند شیروان ، قوچان و بجنورد","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GBJN0001"
"581","قشیرح","GBJX1","ح . قند شیروان ، قوچان و بجنورد","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GBJN0101"
"582","قصفها","GESF1","قنداصفهان","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GESF0001"
"583","قصفهاح","GESX1","ح . قند اصفهان","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GESF0101"
"584","قلرست","GLOR1","قند لرستان","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GLOR0001"
"585","قلرستح","GLOX1","ح . قند لرستان","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GLOR0101"
"586","قمرو","GMRO1","قند مرودشت","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GMRO0001"
"587","قمروح","GMRX1","ح . قند مرودشت","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GMRO0101"
"588","قنقش","GNJN1","قند نقش جهان","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GNJN0001"
"589","قنقشح","GNJX1","ح . قند نقش جهان","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GNJN0101"
"590","قنیشا","GNBO1","قند نیشابور","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GNBO0001"
"591","قنیشاح","GNBX1","ح . قند نیشابور","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GNBO0101"
"592","قهکمت","GHEG1","قند هکمتان","قند و شکر","فهرست اولیه","خاص","فعال","IRO1GHEG0001"
"593","قهکمتح","GHEX1","ح . قند هکمتان","قند و شکر","فهرست اولیه","خاص","فعال","IRR1GHEG0101"
"594","کابگن","ABGN1","آبگینه","سایر محصولات کانی غیرفلزی","فهرست اولیه","خاص","فعال","IRO1ABGN0001"
"595","کابگنح","ABGX1","ح . آبگینه","سایر محصولات کانی غیرفلزی","فهرست اولیه","خاص","فعال","IRR1ABGN0101"
"596","کاذر","NSAZ1","فرآورده‌های نسوز آذر","سایر محصولات کانی غیرفلزی","فهرست اولیه","خاص","فعال","IRO1NSAZ0001"
"597","کاذرح","NSAX1","ح . فرآورده‌های نسوز آذر","سایر محصولات کانی غیرفلزی","فهرست اولیه","خاص","فعال","IRR1NSAZ0101"
"598","کاصفا","KESF1","کاشی اصفهان","کاشی و سرامیک","فهرست اولیه","خاص","فعال","IRO1KESF0001"
"599","کاصفاح","KESX1","ح . کاشی اصفهان","کاشی و سرامیک","فهرست اولیه","خاص","فعال","IRR1KESF0101"
"600","کالا","KALA1","بورس کالای ایران","فعالیتهای کمکی به نهادهای مالی واسط","تابلو فرعی","عام1","فعال","IRO1KALA0001"
"601","کاما","BAMA1","باما","استخراج کانه‌های فلزی","تابلو اصلی","خاص","فعال","IRO1BAMA0001"
"602","کاماح","BAMX1","ح . باما","استخراج کانه‌های فلزی","تابلو اصلی","خاص","فعال","IRR1BAMA0101"
"603","کاوه","KVEH1","فولاد کاوه جنوب کیش","فلزات اساسی","فهرست اولیه","عام1","فعال","IRO1KVEH0001"
"604","کاوهح","KVEX1","ح . فولاد کاوه جنوب کیش","فلزات اساسی","فهرست اولیه","خاص","فعال","IRR1KVEH0101"
"605","کایتا","ITAL1","ایتالران","سایر محصولات کانی غیرفلزی","فهرست اولیه","خاص","فعال","IRO1ITAL0001"
"606","کایتاح","ITAX1","ح . ایتالران","سایر محصولات کانی غیرفلزی","فهرست اولیه","خاص","فعال","IRR1ITAL0101"
"607","کایگچ","IRGC1","ایران گچ","سیمان ، آهک و گچ","فهرست اولیه","خاص","فعال","IRO1IRGC0001"
"608","کایگچح","IRGX1","ح . ایران گچ","سیمان ، آهک و گچ","فهرست اولیه","خاص","فعال","IRR1IRGC0101"
"609","کبافق","BAFG1","معادن بافق","استخراج کانه‌های فلزی","فهرست اولیه","خاص","فعال","IRO1BAFG0001"
"610","کبافقح","BAFX1","ح . معادن بافق","استخراج کانه‌های فلزی","فهرست اولیه","خاص","فعال","IRR1BAFG0101"
"611","کبورس","KBRS1","کارگزاران بورس اوراق بهادار","فعالیتهای کمکی به نهادهای مالی واسط","تابلو اصلی","خاص","فعال","IRO1KBRS0001"
